fecha_hora,temperatura,precipitaciones,humedad_relativa,velocidad_viento,rafaga_viento,angulo_viento,direccion_viento,nubosidad,visibilidad,clima
31/10/2024 02:00,14.8,0,0.87,4,6.3,17,NNE,0.33,10,Parcialmente nublado
31/10/2024 03:00,14.1,0,0.92,3.2,5.1,9,N,0.42,10,Parcialmente nublado
31/10/2024 04:00,13.6,0,0.96,3.2,5,9,N,0.51,10,Neblina
31/10/2024 05:00,13.3,0,0.96,2.9,4.4,17,NNE,0.76,10,Neblina
31/10/2024 06:00,13.1,0,0.97,3.2,5.1,24,NNE,0.88,10,Neblina
31/10/2024 07:00,12.9,0,0.97,2.5,3.8,26,NNE,1,10,Neblina
31/10/2024 08:00,12.9,0,0.95,1.4,1.9,35,NE,0.98,10,Neblina
31/10/2024 09:00,12.8,0,0.94,1.1,1.3,25,NNE,0.96,10,Neblina
31/10/2024 10:00,15.3,0,0.93,2.5,2.9,21,NNE,0.95,10,Cielo cubierto
31/10/2024 11:00,17.7,0,0.71,3.6,4.1,21,NNE,0.48,10,Cielo cubierto
31/10/2024 12:00,20.2,0,0.61,4.7,5.4,22,NNE,0.24,10,Cielo cubierto
31/10/2024 13:00,21.9,0,0.5,5.8,6.6,17,NNE,0,10,Soleado
31/10/2024 14:00,22.9,0,0.32,6.8,7.9,11,NNE,0.03,10,Soleado
31/10/2024 15:00,23.2,0,0.31,6.1,7.1,17,NNE,0.88,10,Lluvia moderada a intervalos
31/10/2024 16:00,22.8,0.2,0.33,7.2,8.4,51,NE,0.89,10,Lluvia moderada a intervalos
31/10/2024 17:00,21.4,0,0.35,8.6,9.9,86,E,0.87,10,Lluvia moderada a intervalos
31/10/2024 18:00,19.8,0,0.4,8.3,11.7,87,E,0.72,10,Lluvia moderada a intervalos
31/10/2024 19:00,18.6,0,0.48,9.4,14.8,61,ENE,0.79,10,Lluvia moderada a intervalos
31/10/2024 20:00,18,0,0.52,9,14.4,44,NE,0.86,10,Lluvia moderada a intervalos
31/10/2024 21:00,17.7,0,0.53,7.9,12,22,NNE,0.76,10,Lluvia moderada a intervalos
31/10/2024 22:00,17.4,0.1,0.56,9,13,11,NNE,0.82,10,Lluvia moderada a intervalos
31/10/2024 23:00,16.8,0,0.69,8.6,12.4,9,N,0.24,10,Parcialmente nublado
01/11/2024 00:00,16.2,0.2,0.62,8.6,12.4,6,N,0.87,10,Lluvia moderada a intervalos
01/11/2024 01:00,15.6,0.1,0.64,7.9,11.4,359,N,0.73,10,Lluvia moderada a intervalos
01/11/2024 02:00,15,0.3,0.66,7.9,11.7,355,N,0.85,9,Lluvia moderada a intervalos
01/11/2024 03:00,14.5,0.3,0.69,7.9,11.8,357,N,0.86,9,Lluvia moderada a intervalos
01/11/2024 04:00,14.1,0.1,0.71,6.5,9.6,357,N,0.77,10,Lluvia moderada a intervalos
01/11/2024 05:00,13.8,0.1,0.72,5.8,8.8,349,N,0.85,10,Lluvia moderada a intervalos
01/11/2024 06:00,13.5,0.1,0.73,5,7.8,352,N,0.76,10,Lluvia moderada a intervalos
01/11/2024 07:00,14,0.1,0.73,5.8,9,3,N,0.85,10,Lluvia moderada a intervalos
01/11/2024 08:00,14.8,0.1,0.74,6.8,8.1,5,N,0.81,10,Lluvia moderada a intervalos
01/11/2024 09:00,15.5,0,0.73,6.5,7.5,7,N,0.83,10,Lluvia moderada a intervalos
01/11/2024 10:00,16.5,0,0.7,6.1,7.1,11,NNE,0.82,10,Lluvia moderada a intervalos
01/11/2024 11:00,18,0,0.64,5.8,6.6,8,N,0.86,10,Lluvia moderada a intervalos
01/11/2024 12:00,19.6,0.1,0.56,6.1,7.1,357,N,0.75,10,Lluvia moderada a intervalos
01/11/2024 13:00,20.9,0.1,0.49,5.8,6.9,359,N,0.7,10,Lluvia moderada a intervalos
01/11/2024 14:00,21.8,0.4,0.44,5,6,21,NNE,0.79,10,Lluvia moderada a intervalos
01/11/2024 15:00,22,0.3,0.43,5.4,6.7,55,NE,0.73,9,Lluvia moderada a intervalos
01/11/2024 16:00,21.6,0.3,0.44,7.2,9.5,83,E,0.7,9,Lluvia moderada a intervalos
01/11/2024 17:00,20.4,0.2,0.47,7.9,9.8,104,ESE,0.79,9,Lluvia moderada a intervalos
01/11/2024 18:00,18.9,0.2,0.51,7.6,10.6,138,SE,0.87,9,Lluvia moderada a intervalos
01/11/2024 19:00,17.9,0.5,0.57,3.2,4.9,177,S,0.72,9,Lluvia moderada a intervalos
01/11/2024 20:00,17.1,0.5,0.62,3.6,5.4,293,WNW,0.74,9,Lluvia moderada a intervalos
01/11/2024 21:00,16.4,0.6,0.64,4.7,7.4,283,WNW,0.73,9,Lluvia moderada a intervalos
01/11/2024 22:00,15.9,1.4,0.67,4.7,7.7,272,W,0.72,9,Lluvia moderada a intervalos
01/11/2024 23:00,15.2,0.8,0.69,2.9,4.9,297,WNW,0.83,9,Lluvia moderada a intervalos
02/11/2024 00:00,14.7,0.5,0.7,3.2,5.6,312,NW,0.86,9,Lluvia moderada a intervalos
02/11/2024 01:00,14.1,0.1,0.72,3.2,5.6,336,NNW,0.81,10,Lluvia moderada a intervalos
02/11/2024 02:00,13.5,0,0.73,2.5,4.7,240,WSW,0.61,10,Despejado
02/11/2024 03:00,13,0,0.75,2.2,3.6,143,SE,0.4,10,Lluvia moderada a intervalos
02/11/2024 04:00,12.7,0,0.77,1.4,2.6,47,NE,0.2,10,Despejado
02/11/2024 05:00,12.3,0,0.78,1.4,2.5,38,NE,0.23,10,Parcialmente nublado
02/11/2024 06:00,12,0,0.8,1.4,2.5,29,NNE,0.27,10,Despejado
02/11/2024 07:00,12.7,0,0.81,1.4,2.6,20,NNE,0.3,10,Parcialmente nublado
02/11/2024 08:00,13.9,0,0.77,1.8,2.9,25,NNE,0.29,10,Parcialmente nublado
02/11/2024 09:00,15.3,0,0.73,2.5,3.2,30,NNE,0.28,10,Parcialmente nublado
02/11/2024 10:00,16.9,0,0.69,2.9,3.3,35,NE,0.26,10,Parcialmente nublado
02/11/2024 11:00,18.4,0,0.62,2.9,3.6,35,NE,0.42,10,Lluvia moderada a intervalos
02/11/2024 12:00,20,0,0.54,3.2,3.6,35,NE,0.57,10,Parcialmente nublado
02/11/2024 13:00,21.1,0,0.46,3.2,3.7,36,NE,0.72,10,Lluvia moderada a intervalos
02/11/2024 14:00,21.8,0.1,0.43,2.9,3.6,46,NE,0.73,10,Lluvia moderada a intervalos
02/11/2024 15:00,22.4,0.1,0.41,2.9,3.2,56,ENE,0.75,10,Lluvia moderada a intervalos
02/11/2024 16:00,21.9,0.1,0.38,2.5,2.9,66,ENE,0.76,10,Lluvia moderada a intervalos
02/11/2024 17:00,20.9,0.1,0.42,4,5.8,94,E,0.77,10,Lluvia moderada a intervalos
02/11/2024 18:00,19.7,0.2,0.46,5.4,8.3,121,ESE,0.77,10,Lluvia moderada a intervalos
02/11/2024 19:00,18.8,0.2,0.5,6.8,11.2,148,SSE,0.78,10,Lluvia moderada a intervalos
02/11/2024 20:00,18.2,0.2,0.52,5.8,9.7,150,SSE,0.76,10,Lluvia moderada a intervalos
02/11/2024 21:00,17.7,0.1,0.54,5,7.9,152,SSE,0.73,10,Lluvia moderada a intervalos
02/11/2024 22:00,17.1,0,0.56,4,6.6,154,SSE,0.71,10,Lluvia moderada a intervalos
02/11/2024 23:00,16.5,0,0.59,3.6,6.1,153,SSE,0.75,10,Lluvia moderada a intervalos
03/11/2024 00:00,14.5,0,0.94,3.2,5.2,213,SSW,0.84,9,Parcialmente nublado
03/11/2024 01:00,13.5,0,0.98,2.9,4.6,178,S,1,9,Niebla moderada
03/11/2024 02:00,12.8,0,0.97,3.6,5.7,165,SSE,0.91,9,Niebla moderada
03/11/2024 03:00,12.3,0,0.97,4,6.2,164,SSE,0.86,9,Niebla moderada
03/11/2024 04:00,12.1,0,0.96,4,6.2,166,SSE,0.82,9,Neblina
03/11/2024 05:00,12,0,0.96,3.2,5.2,165,SSE,0.89,10,Neblina
03/11/2024 06:00,12,0,0.97,2.9,4.9,159,SSE,0.93,9,Neblina
03/11/2024 07:00,12.4,0,0.97,2.2,3.6,151,SSE,0.97,10,Neblina
03/11/2024 08:00,12.7,0,0.93,2.2,2.7,148,SSE,0.98,10,Neblina
03/11/2024 09:00,13.1,0,0.92,2.2,2.5,138,SE,0.99,10,Neblina
03/11/2024 10:00,14.9,0,0.9,2.5,2.9,144,SE,0.99,10,Cielo cubierto
03/11/2024 11:00,16.5,0,0.77,1.4,1.7,152,SSE,0.55,10,Cielo cubierto
03/11/2024 12:00,18.1,0,0.71,1.1,1.3,8,N,0.33,10,Cielo cubierto
03/11/2024 13:00,19.5,0,0.64,4,4.6,356,N,0.11,10,Soleado
03/11/2024 14:00,20.5,0,0.58,5.4,6.2,355,N,0.19,10,Soleado
03/11/2024 15:00,21.2,0,0.55,6.1,7.1,344,NNW,0.23,10,Soleado
03/11/2024 16:00,21.1,0,0.52,5.8,6.9,330,NNW,0.27,10,Parcialmente nublado
03/11/2024 17:00,20.8,0,0.55,5.4,6.6,322,NW,0.43,10,Parcialmente nublado
03/11/2024 18:00,20.4,0,0.57,3.2,4.1,309,NW,0.51,9,Parcialmente nublado
03/11/2024 19:00,18.8,0,0.59,4.3,6.1,302,WNW,0.59,9,Parcialmente nublado
03/11/2024 20:00,17.4,1.7,0.76,4.7,6.7,318,NW,0.7,9,Lluvias fuertes o moderadas
03/11/2024 21:00,15.9,2.6,0.84,5,6.9,294,WNW,0.75,9,Lluvias fuertes o moderadas
03/11/2024 22:00,15.6,3.5,0.93,6.5,9.7,274,W,0.8,9,Lluvia moderada
03/11/2024 23:00,14.8,0,0.9,7.9,12.9,272,W,0.67,7,Parcialmente nublado
04/11/2024 00:00,16.4,0,0.78,6.8,11.2,124,SE,0.24,10,Nublado
04/11/2024 01:00,15.4,0,0.82,6.8,11.6,113,ESE,0.1,10,Despejado
04/11/2024 02:00,14.6,0,0.9,5,8,119,ESE,0.55,9,Nublado
04/11/2024 03:00,13.8,0,0.94,6.1,9.9,161,SSE,0.78,9,Nublado
04/11/2024 04:00,12.7,0,0.97,6.8,11.3,182,S,1,9,Niebla moderada
04/11/2024 05:00,11.8,0,0.97,5.4,9.1,185,S,0.99,10,Niebla moderada
04/11/2024 06:00,11,0,0.96,3.6,6.3,200,SSW,0.99,10,Niebla moderada
04/11/2024 07:00,11.3,0,0.96,2.9,5.3,194,SSW,0.99,10,Neblina
04/11/2024 08:00,11.7,0,0.94,1.8,2.7,195,SSW,0.86,10,Neblina
04/11/2024 09:00,12.3,0,0.93,1.8,2.1,162,SSE,0.79,10,Neblina
04/11/2024 10:00,15.2,0,0.93,1.8,2.1,133,SE,0.73,10,Nublado
04/11/2024 11:00,17.9,0,0.7,2.2,2.5,116,ESE,0.39,10,Nublado
04/11/2024 12:00,20.6,0,0.58,1.8,2.1,117,ESE,0.22,10,Nublado
04/11/2024 13:00,22.1,0,0.47,1.8,2.1,68,ENE,0.06,10,Soleado
04/11/2024 14:00,22.9,0,0.45,3.2,3.7,56,ENE,0.11,10,Soleado
04/11/2024 15:00,23.5,0,0.45,4,4.6,75,ENE,0.14,10,Soleado
04/11/2024 16:00,23.1,0,0.44,4,4.8,101,ESE,0.17,10,Soleado
04/11/2024 17:00,22.5,0,0.49,3.6,4.4,172,S,0.2,10,Soleado
04/11/2024 18:00,21.9,0,0.52,5.4,7.9,221,SW,0.21,9,Soleado
04/11/2024 19:00,20.7,0,0.55,6.1,9.9,234,SW,0.23,9,Despejado
04/11/2024 20:00,19.6,0,0.67,5.8,8,249,WSW,0.21,9,Despejado
04/11/2024 21:00,18.6,0,0.73,4.3,5.5,241,WSW,0.2,9,Despejado
04/11/2024 22:00,17.8,0,0.79,4.7,6.2,219,SW,0.19,9,Despejado
04/11/2024 23:00,16.2,0,0.74,5,6.6,195,SSW,0.37,9,Nublado
05/11/2024 00:00,15.7,0,0.89,4,5.5,134,SE,0.43,10,Parcialmente nublado
05/11/2024 01:00,14.5,0,0.95,2.2,3.2,136,SE,0.45,10,Neblina
05/11/2024 02:00,13.6,0,0.95,1.8,2.9,142,SE,0.65,10,Neblina
05/11/2024 03:00,12.9,0,0.96,2.5,4.3,149,SSE,0.75,10,Neblina
05/11/2024 04:00,12.4,0,0.96,2.5,4.4,165,SSE,0.85,10,Neblina
05/11/2024 05:00,12,0,0.96,2.9,5.1,178,S,0.9,10,Neblina
05/11/2024 06:00,11.8,0,0.96,2.2,3.9,170,S,0.92,10,Neblina
05/11/2024 07:00,12,0,0.96,1.4,2.6,147,SSE,0.94,10,Neblina
05/11/2024 08:00,12.2,0,0.94,1.4,1.9,125,SE,0.87,10,Neblina
05/11/2024 09:00,12.5,0,0.94,1.4,1.7,74,ENE,0.83,10,Neblina
05/11/2024 10:00,15.2,0,0.93,2.9,3.3,26,NNE,0.8,10,Nublado
05/11/2024 11:00,17.9,0,0.72,4,4.6,13,NNE,0.41,10,Nublado
05/11/2024 12:00,20.5,0,0.61,5,5.8,21,NNE,0.21,10,Nublado
05/11/2024 13:00,22.1,0,0.51,5.8,6.6,15,NNE,0.02,10,Soleado
05/11/2024 14:00,23,0,0.46,5.8,6.6,5,N,0.06,10,Soleado
05/11/2024 15:00,23.6,0,0.44,4.7,5.4,357,N,0.08,10,Soleado
05/11/2024 16:00,23.2,0,0.41,3.2,3.8,352,N,0.1,10,Soleado
05/11/2024 17:00,22.6,0,0.46,7.9,9.4,52,NE,0.16,10,Soleado
05/11/2024 18:00,22,0,0.48,11.9,14.3,70,ENE,0.2,10,Soleado
05/11/2024 19:00,20.8,0,0.51,8.3,10.7,79,E,0.23,10,Despejado
05/11/2024 20:00,19.8,0,0.61,6.5,8.7,58,ENE,0.28,10,Despejado
05/11/2024 21:00,18.9,0,0.66,6.1,8.6,39,NE,0.31,10,Parcialmente nublado
05/11/2024 22:00,17.6,0,0.71,6.1,9.6,43,NE,0.33,10,Parcialmente nublado
05/11/2024 23:00,17.1,0,0.84,5.8,9.5,44,NE,0.4,10,Parcialmente nublado
06/11/2024 00:00,16.2,0,0.84,4,6.6,92,E,0.51,10,Parcialmente nublado
06/11/2024 01:00,15.6,0,0.88,4,6.6,121,ESE,0.57,10,Parcialmente nublado
06/11/2024 02:00,15.2,0,0.9,4,6.6,129,SE,0.78,10,Parcialmente nublado
06/11/2024 03:00,14.8,0,0.91,4,6.6,134,SE,0.88,10,Parcialmente nublado
06/11/2024 04:00,14.4,0,0.91,3.6,5.9,123,ESE,0.99,10,Cielo cubierto
06/11/2024 05:00,14.1,0,0.92,4.3,7.2,128,SE,0.98,10,Cielo cubierto
06/11/2024 06:00,13.9,0,0.92,4,6.9,139,SE,0.97,10,Cielo cubierto
06/11/2024 07:00,13.9,0,0.92,3.6,6.4,137,SE,0.97,10,Cielo cubierto
06/11/2024 08:00,14.1,0,0.87,3.6,4.8,147,SSE,0.86,10,Cielo cubierto
06/11/2024 09:00,14.2,0,0.84,4,4.6,143,SE,0.8,10,Cielo cubierto
06/11/2024 10:00,16.6,0,0.81,4,4.6,145,SE,0.74,10,Nublado
06/11/2024 11:00,18.9,0,0.65,3.6,4.1,136,SE,0.39,10,Nublado
06/11/2024 12:00,21.1,0,0.57,3.6,4.1,126,SE,0.21,10,Nublado
06/11/2024 13:00,22.6,0,0.49,2.9,3.3,114,ESE,0.04,10,Soleado
06/11/2024 14:00,23.4,0,0.45,3.2,3.7,73,ENE,0.08,10,Soleado
06/11/2024 15:00,24,0,0.43,5,5.8,59,ENE,0.1,10,Soleado
06/11/2024 16:00,23.5,0,0.41,6.5,7.5,58,ENE,0.13,10,Soleado
06/11/2024 17:00,22.9,0,0.46,6.5,7.5,68,ENE,0.22,10,Soleado
06/11/2024 18:00,22.2,0,0.49,5.8,6.6,88,E,0.27,10,Despejado
06/11/2024 19:00,21,0,0.51,6.1,9.9,131,SE,0.32,10,Parcialmente nublado
06/11/2024 20:00,20,0,0.64,6.5,10.6,153,SSE,0.27,10,Parcialmente nublado
06/11/2024 21:00,19.1,0,0.7,1.8,2.9,125,SE,0.24,10,Parcialmente nublado
06/11/2024 22:00,17.9,0,0.77,1.1,1.7,162,SSE,0.22,10,Despejado
06/11/2024 23:00,16.7,0,0.81,2.5,4,171,S,0.45,10,Parcialmente nublado
07/11/2024 00:00,15.6,0,0.92,4,6.3,167,SSE,0.61,10,Nublado
07/11/2024 01:00,14.7,0,0.97,4.3,7,163,SSE,0.74,10,Neblina
07/11/2024 02:00,14,0,0.96,3.6,5.9,150,SSE,0.84,10,Neblina
07/11/2024 03:00,13.4,0,0.96,2.5,4.1,126,SE,0.89,10,Neblina
07/11/2024 04:00,12.8,0,0.96,2.5,4.1,84,E,0.94,10,Neblina
07/11/2024 05:00,12.4,0,0.96,2.9,4.6,71,ENE,0.97,10,Neblina
07/11/2024 06:00,12,0,0.96,2.5,4.1,72,ENE,0.99,10,Neblina
07/11/2024 07:00,12.2,0,0.96,2.5,4.1,77,ENE,1,10,Neblina
07/11/2024 08:00,12.5,0,0.94,2.5,3.1,56,ENE,0.88,10,Neblina
07/11/2024 09:00,12.9,0,0.93,4,4.6,28,NNE,0.82,10,Neblina
07/11/2024 10:00,15.7,0,0.92,5,5.8,19,NNE,0.76,10,Nublado
07/11/2024 11:00,18.4,0,0.7,5.4,6.2,17,NNE,0.38,10,Nublado
07/11/2024 12:00,21.1,0,0.59,5.8,6.6,26,NNE,0.19,10,Nublado
07/11/2024 13:00,22.9,0,0.48,5.8,6.6,15,NNE,0,10,Soleado
07/11/2024 14:00,23.9,0,0.34,6.5,7.5,4,N,0.04,10,Soleado
07/11/2024 15:00,24.5,0,0.33,6.8,7.9,355,N,0.73,10,Lluvia moderada a intervalos
07/11/2024 16:00,24.5,0,0.33,7.2,8.3,356,N,0.7,10,Lluvia moderada a intervalos
07/11/2024 17:00,24,0.2,0.34,6.5,7.5,4,N,0.84,10,Lluvia moderada a intervalos
07/11/2024 18:00,22.2,0,0.37,6.8,8,14,NNE,0.83,10,Lluvia moderada a intervalos
07/11/2024 19:00,20.7,0,0.44,9,13.6,39,NE,0.82,10,Lluvia moderada a intervalos
07/11/2024 20:00,19.8,0,0.48,8.3,13.2,76,ENE,0.73,10,Lluvia moderada a intervalos
07/11/2024 21:00,19.1,0,0.5,5.4,8.6,92,E,0.83,10,Lluvia moderada a intervalos
07/11/2024 22:00,17.8,0,0.52,3.6,5.8,79,E,0.89,10,Lluvia moderada a intervalos
07/11/2024 23:00,17.7,0,0.87,4.3,6.9,78,ENE,0.48,10,Parcialmente nublado
08/11/2024 00:00,17.3,0.1,0.57,4,6.4,91,E,0.79,10,Lluvia moderada a intervalos
08/11/2024 01:00,17,0,0.59,4,6.5,106,ESE,0.87,10,Lluvia moderada a intervalos
08/11/2024 02:00,16.6,0,0.6,4.3,7.2,115,ESE,0.81,10,Lluvia moderada a intervalos
08/11/2024 03:00,16.2,0.1,0.62,4,6.6,121,ESE,0.85,10,Lluvia moderada a intervalos
08/11/2024 04:00,15.9,0,0.63,4.3,7.3,132,SE,0.78,10,Lluvia moderada a intervalos
08/11/2024 05:00,15.6,0,0.64,4,6.8,130,SE,0.81,10,Lluvia moderada a intervalos
08/11/2024 06:00,15.3,0,0.65,3.6,6.2,130,SE,0.71,10,Lluvia moderada a intervalos
08/11/2024 07:00,16,0,0.66,2.9,4.9,120,ESE,0.74,10,Lluvia moderada a intervalos
08/11/2024 08:00,17,0,0.67,2.2,2.6,114,ESE,0.7,10,Lluvia moderada a intervalos
08/11/2024 09:00,18.3,0,0.62,2.2,2.5,99,E,0.82,10,Lluvia moderada a intervalos
08/11/2024 10:00,19.8,0,0.56,2.9,3.3,89,E,0.81,10,Lluvia moderada a intervalos
08/11/2024 11:00,21.3,0,0.5,3.2,3.7,80,E,0.77,10,Lluvia moderada a intervalos
08/11/2024 12:00,22.6,0,0.44,2.5,2.9,68,ENE,0.83,10,Lluvia moderada a intervalos
08/11/2024 13:00,23.7,0.1,0.4,2.9,3.3,54,NE,0.89,10,Lluvia moderada a intervalos
08/11/2024 14:00,24.4,0.2,0.37,3.2,3.7,42,NE,0.73,10,Lluvia moderada a intervalos
08/11/2024 15:00,24.6,0.2,0.36,2.2,2.5,29,NNE,0.84,10,Lluvia moderada a intervalos
08/11/2024 16:00,24.4,0.2,0.37,1.8,2.2,33,NNE,0.87,10,Lluvia moderada a intervalos
08/11/2024 17:00,23.8,0.2,0.39,1.8,2.2,95,E,0.73,10,Lluvia moderada a intervalos
08/11/2024 18:00,22.4,0.2,0.45,6.1,8,146,SSE,0.75,10,Lluvia moderada a intervalos
08/11/2024 19:00,20.8,0.1,0.49,7.9,10.3,160,SSE,0.7,10,Lluvia moderada a intervalos
08/11/2024 20:00,19.6,0.5,0.53,4,6,116,ESE,0.77,10,Lluvia moderada a intervalos
08/11/2024 21:00,18.7,0.6,0.56,1.4,2.3,121,ESE,0.88,10,Periodos de lluvia moderada
08/11/2024 22:00,18.1,0.5,0.58,1.8,3,107,ESE,0.76,10,Periodos de lluvia moderada
08/11/2024 23:00,17.5,0.3,0.59,2.9,4.8,110,ESE,0.72,10,Lluvia moderada a intervalos
09/11/2024 00:00,16.9,0,0.65,2.9,5.2,68,ENE,0,10,Despejado
09/11/2024 01:00,16.1,0,0.67,2.2,4,70,ENE,0,10,Despejado
09/11/2024 02:00,15.4,0,0.71,1.8,3.4,72,ENE,0,10,Despejado
09/11/2024 03:00,14.9,0,0.73,2.2,4.1,96,E,0,10,Despejado
09/11/2024 04:00,14.3,0,0.76,2.5,4.9,121,ESE,0,10,Despejado
09/11/2024 05:00,13.8,0,0.78,1.8,3.5,103,ESE,0,10,Despejado
09/11/2024 06:00,13.5,0,0.8,1.8,3.5,46,NE,0,10,Despejado
09/11/2024 07:00,14.2,0,0.81,2.2,4.2,34,NE,0,10,Soleado
09/11/2024 08:00,14.9,0,0.7,1.8,2.7,30,NNE,0,10,Soleado
09/11/2024 09:00,15.8,0,0.64,2.5,2.9,35,NE,0,10,Soleado
09/11/2024 10:00,18.2,0,0.59,4.3,5,29,NNE,0,10,Soleado
09/11/2024 11:00,20.5,0,0.45,5.4,6.2,22,NNE,0,10,Soleado
09/11/2024 12:00,22.6,0,0.39,6.8,7.9,15,NNE,0,10,Soleado
09/11/2024 13:00,24.1,0,0.32,7.9,9.1,13,NNE,0,10,Soleado
09/11/2024 14:00,25,0,0.31,9,10.4,10,N,0,10,Soleado
09/11/2024 15:00,25.6,0,0.3,10.1,11.6,11,NNE,0,10,Soleado
09/11/2024 16:00,25.2,0,0.29,10.4,12,10,N,0,10,Soleado
09/11/2024 17:00,24.7,0,0.36,11.2,12.9,10,N,0.02,10,Soleado
09/11/2024 18:00,24.2,0,0.4,13,14.9,13,NNE,0.02,10,Despejado
09/11/2024 19:00,22.3,0,0.43,14,23,14,NNE,0.03,10,Despejado
09/11/2024 20:00,20.5,0,0.59,13.7,21.4,12,NNE,0.1,10,Despejado
09/11/2024 21:00,18.9,0,0.68,12.2,19.8,16,NNE,0.13,10,Despejado
09/11/2024 22:00,18.1,0,0.76,10.1,16.7,15,NNE,0.17,10,Despejado
09/11/2024 23:00,16.4,0,0.62,7.6,12.6,10,N,0,10,Despejado
10/11/2024 00:00,15.2,0,0.88,5.8,9.7,21,NNE,0.65,10,Nublado
10/11/2024 01:00,14.4,0,0.92,5.4,9.2,15,NNE,0.79,10,Nublado
10/11/2024 02:00,13.8,0,0.91,5.4,9.3,16,NNE,0.65,10,Nublado
10/11/2024 03:00,13.3,0,0.9,5.4,9.3,16,NNE,0.59,10,Nublado
10/11/2024 04:00,12.4,0,0.9,5,8.7,8,N,0.52,10,Parcialmente nublado
10/11/2024 05:00,11.6,0,0.91,3.6,6.3,12,NNE,0.58,10,Parcialmente nublado
10/11/2024 06:00,10.8,0,0.92,2.5,4.6,31,NNE,0.61,10,Parcialmente nublado
10/11/2024 07:00,11.1,0,0.93,1.8,3.3,20,NNE,0.64,10,Nublado
10/11/2024 08:00,11.7,0,0.83,2.5,3.4,2,N,0.35,10,Nublado
10/11/2024 09:00,12.3,0,0.78,4,4.6,11,NNE,0.2,10,Nublado
10/11/2024 10:00,15.4,0,0.73,5.8,6.6,13,NNE,0.06,10,Soleado
10/11/2024 11:00,18.3,0,0.51,6.1,7.1,15,NNE,0.03,10,Soleado
10/11/2024 12:00,21.2,0,0.4,7.2,8.3,17,NNE,0.01,10,Soleado
10/11/2024 13:00,22.7,0,0.29,9.4,10.8,14,NNE,0,10,Soleado
10/11/2024 14:00,23.5,0,0.27,10.8,12.4,14,NNE,0.07,10,Soleado
10/11/2024 15:00,23.9,0,0.26,12.2,14.1,15,NNE,0.1,10,Soleado
10/11/2024 16:00,23.8,0,0.26,15.8,18.2,22,NNE,0.14,10,Soleado
10/11/2024 17:00,23.6,0,0.31,19.1,22,28,NNE,0.11,10,Soleado
10/11/2024 18:00,23.3,0,0.34,19.4,22.4,34,NE,0.1,10,Despejado
10/11/2024 19:00,21.7,0,0.36,16.6,25.1,38,NE,0.09,10,Despejado
10/11/2024 20:00,20.2,0,0.52,13.3,22.5,34,NE,0.05,10,Despejado
10/11/2024 21:00,18.7,0,0.59,9.7,16.6,33,NNE,0.02,10,Despejado
10/11/2024 22:00,17.1,0,0.67,6.8,11.7,34,NE,0,10,Despejado
10/11/2024 23:00,16.1,0,0.84,5.8,10.1,27,NNE,0.51,10,Nublado
11/11/2024 00:00,14.2,0,0.89,6.1,10.7,18,NNE,0.44,10,Parcialmente nublado
11/11/2024 01:00,13.1,0,0.94,5.8,10,16,NNE,0.58,10,Parcialmente nublado
11/11/2024 02:00,12.3,0,0.93,4.7,8.2,13,NNE,0.67,10,Parcialmente nublado
11/11/2024 03:00,11.6,0,0.93,4.7,8.2,10,N,0.71,10,Parcialmente nublado
11/11/2024 04:00,10.9,0,0.93,5.4,9.5,10,N,0.75,10,Nublado
11/11/2024 05:00,10.3,0,0.93,5.8,10.1,10,N,0.75,10,Nublado
11/11/2024 06:00,9.8,0,0.94,5.4,9.5,8,N,0.75,10,Nublado
11/11/2024 07:00,10.2,0,0.94,5,8.9,13,NNE,0.75,10,Neblina
11/11/2024 08:00,10.8,0,0.82,4.7,6.4,13,NNE,0.41,10,Neblina
11/11/2024 09:00,11.4,0,0.77,5.8,6.6,12,NNE,0.23,10,Neblina
11/11/2024 10:00,14.4,0,0.71,6.5,7.5,11,NNE,0.06,10,Soleado
11/11/2024 11:00,17.3,0,0.52,6.5,7.5,14,NNE,0.03,10,Soleado
11/11/2024 12:00,20.1,0,0.43,7.2,8.3,15,NNE,0.02,10,Soleado
11/11/2024 13:00,22.1,0,0.34,7.2,8.3,8,N,0.01,10,Soleado
11/11/2024 14:00,23.3,0,0.32,7.2,8.3,357,N,0.01,10,Soleado
11/11/2024 15:00,24.3,0,0.31,7.6,8.7,356,N,0.02,10,Soleado
11/11/2024 16:00,23.7,0,0.29,9,10.4,6,N,0.02,10,Soleado
11/11/2024 17:00,22.9,0,0.37,11.9,13.7,17,NNE,0.16,10,Soleado
11/11/2024 18:00,22,0,0.4,16.6,23.1,29,NNE,0.23,10,Despejado
11/11/2024 19:00,20.4,0,0.44,18,29.7,31,NNE,0.3,10,Parcialmente nublado
11/11/2024 20:00,18.9,0,0.62,15.5,25.8,32,NNE,0.3,10,Parcialmente nublado
11/11/2024 21:00,17.6,0,0.7,11.9,19.9,27,NNE,0.3,10,Parcialmente nublado
11/11/2024 22:00,16.1,0,0.79,9.4,15.8,18,NNE,0.3,10,Parcialmente nublado
11/11/2024 23:00,15.3,0,0.83,7.6,12.8,13,NNE,0.3,10,Despejado
12/11/2024 00:00,14.6,0,0.85,6.8,11.8,10,N,0.76,10,Parcialmente nublado
12/11/2024 01:00,13.9,0,0.88,6.1,10.6,5,N,0.93,10,Cielo cubierto
